Name,PROVINCE,DISTRICT,COSTITUENCY,DIVISION,LOCATION,SUBLOCATIO,Level,Status,Sponsor,Longitude,Latitude,# Classrooms
ST. JOSEPH'S ECD UNIT FOR THE DEAF,COAST,KWALE,KINANGO,KINANGO,KINANGO,KINANGO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,39.31683,-4.14062,1
ST. JOSEPH'S EKIENDEGE SEC,NYANZA,CENTRAL KISII,BONCHARI,SUNEKA,IYABE,BOMAKOMBI,SECONDARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,34.69225,-0.67098,6
ST. JOSEPHS ELITE ACADEMY,RIFT VALLEY,NANDI NORTH,MOSOP,KIPKAREN,KURGUNG,KURGUNG,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,34.98510,0.41736,
ST. JOSEPHS ELITE ACADEMY KIPTANGUS,RIFT VALLEY,NANDI NORTH,MOSOP,KIPKAREN,KURGUNG,KURGUNG,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,34.98510,0.41736,
ST. JOSEPH'S GIRLS ECD,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOLCHAN,LEPOLOS,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.87165,-0.99976,
ST. JOSEPH'S GIRLS PRI,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOLCHAN,LEPOLOS,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.87165,-0.99976,
ST. JOSEPHS GIRLS SEC SCH,EASTERN,MACHAKOS,KATHIANI,ATHI-RIVER,ATHIRIVER,KYUMBI,SECONDARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.03734,-1.38564,10
ST. JOSEPHS GIRLS SEC SCH,RIFT VALLEY,TRANS NZOIA,SABOTI,CENTRAL - TRANS NZOIA,WAITALUK,KAPKOI SISAL,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.97203,0.98145,
ST. JOSEPH'S GITARE ECD,RIFT VALLEY,NAKURU,NAIVASHA,GILGIL,KARUNGA,KARUNGA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,36.30993,-0.40545,
ST. JOSEPH'S HERMAN MAX ECD,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,KISAUNI,MAGOGONI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.68647,-4.00884,3
ST. JOSEPH'S HERMAN MAX PRI,COAST,MOMBASA MUNICIPALITY,KISAUNI,KISAUNI,KISAUNI,MAGOGONI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.68647,-4.00884,10
ST. JOSEPHS HIGH VISION ECD,EASTERN,EMBU,RUNYENJES,KYENI,KYENI NORTH,MUFU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.57646,-0.39492,1
ST. JOSEPHS HIGH VISION PRI SCH,EASTERN,EMBU,RUNYENJES,KYENI,KYENI NORTH,MUFU,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.57646,-0.39492,8
ST. JOSEPH'S INTERGRATED MIXED DAY SEC,EASTERN,MERU CENTRAL,IMENTI SOUTH,IGOJI,IGOJI,KUIRI,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,37.66506,-0.18888,2
ST. JOSEPH'S JUNIOR SEMINARY SEC SCH,RIFT VALLEY,NAKURU,KURESOI,KAMARA,MAU SUMMIT,MAU SUMMIT,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,35.69475,-0.20072,
ST. JOSEPH'S KAGARO ECD,EASTERN,MERU NORTH,,NDOLELI,ANTUBETWE KIONGO,RUONGO,,,,37.98026,0.33930,0
ST. JOSEPH'S KAGARO PRY SCH,EASTERN,MERU NORTH,,NDOLELI,ANTUBETWE KIONGO,RUONGO,,,,37.98026,0.33930,0
ST. JOSEPH'S KAPSIRICH ECD,RIFT VALLEY,BOMET,CHEPALUNGU,SIONGIROI,KONGASIS,KIRIBA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.22625,-0.83697,
ST. JOSEPH'S KAPSIRICH PRI SCH,RIFT VALLEY,BOMET,CHEPALUNGU,SIONGIROI,KONGASIS,KIRIBA,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,35.26248,-0.83697,
ST. JOSEPHS KAPTAREI ECD,RIFT VALLEY,NANDI NORTH,EMGWEN,KAPSABET,KAPSABET,KIMINDA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.08663,0.16017,
ST. JOSEPHS KATHUNGURI ECD,EASTERN,EMBU,RUNYENJES,KYENI,KARURUMO,KATHUNGURI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.63520,-0.42872,1
ST. JOSEPHS KATHUNGURI PRI SCH,EASTERN,EMBU,RUNYENJES,KYENI,KARURUMO,KATHUNGURI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,37.63520,-0.42872,8
ST. JOSEPH'S KIPKUTEE PRE SCHOOL,RIFT VALLEY,MARAKWET,MARAKWET WEST,CHEBIEMIT,KUSERWO,CHEPTONGEI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,35.50225,0.94158,
ST. JOSEPH'S KIPKUTEE PRIMARY SCHOOL,RIFT VALLEY,MARAKWET,MARAKWET WEST,CHEBIEMIT,KUSERWO,CHEPTONGEI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.50225,0.94158,
ST. JOSEPHS KIPTAREI PRI,RIFT VALLEY,NANDI NORTH,EMGWEN,KAPSABET,KAPSABET,KIMINDA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.08663,0.16017,
ST. JOSEPH'S KIRANDICH SEC SCHOOL,RIFT VALLEY,NAKURU,KURESOI,KERINGET,CHEBARA,CHEBARA,SECONDARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,35.66619,-0.47330,
ST. JOSEPHS MAGINA ECD,NYANZA,HOMA BAY,NDHIWA,RIANA,CENTRAL KABUOCH,KONYANGO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,34.51536,-0.68326,1
ST. JOSEPHS MALIMALII SEC SCH,WESTERN,KAKAMEGA,SHINYALU,SHINYALU,ILESI,MALIMILI,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.72188,0.22648,4
ST. JOSEPH'S MIRANGA SEC SCH,NYANZA,RACHUONYO,KARACHUONYO,WEST KARACHUONYO,KOKOTH KATAA,KOKOTH B,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.54389,-0.35769,4
ST. JOSEPH'S MONTESSORY - ECD,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,KISABO,ECD/PRE-PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,35.50348,-0.20349,
ST. JOSEPHS MWIKOLI NUR SCH,WESTERN,KAKAMEGA,LURAMBI,LURAMBI,BUTSOTSO NORTH,ESUMEIYA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.67779,0.30321,1
ST. JOSEPH'S NTIMARU SEC SCH,NYANZA,KURIA,KURIA,NTIMARU,BWIREGE WEST,NTIMARU,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.69153,-1.33795,6
ST. JOSEPHS NUR AND PRI SCH - ECD,NAIROBI,NAIROBI,,WESTLANDS,KANGEMI,MOUNTAIN VIEW,ECD/PRE-PRIMARY SCHOOL,,,36.73763,-1.27039,0
ST. JOSEPHS NUR AND PRI SCH - PRI,NAIROBI,NAIROBI,,WESTLANDS,KANGEMI,MOUNTAIN VIEW,PRIMARY SCHOOL,,,36.73763,-1.27039,0
ST. JOSEPH'S NUR SCH,NAIROBI,NAIROBI,,WESTLANDS,KANGEMI,MOUNTAIN VIEW,ECD/PRE-PRIMARY SCHOOL,,,36.72156,-1.26192,0
ST. JOSEPH'S NUR SCH,COAST,MOMBASA MUNICIPALITY,LIKONI,LIKONI,MTONGWE,MTONGWE,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.63894,-4.06795,5
ST. JOSEPH'S NUR SCH,COAST,KWALE,KINANGO,KINANGO,KINANGO,KINANGO,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.31683,-4.14062,2
ST. JOSEPHS NURSERY,COAST,KILIFI,BAHARI,KIKAMBALA,TAKAUNGU MAVUENI,MAJAJANI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,39.80142,-3.65721,0
ST. JOSEPH'S NYABURURU DOK,NYANZA,CENTRAL KISII,KITUTU CHACHE,MOSOCHO,TOWNSHIP,MWAMOSIOMA,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANISATION,34.74589,-0.65178,28
ST. JOSEPH'S NYABURURU DOK ECD,NYANZA,CENTRAL KISII,KITUTU CHACHE,MOSOCHO,TOWNSHIP,MWAMOSIOMA,ECD/PRE-PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANISATION,34.74589,-0.65178,2
ST. JOSEPHS OLASHAPANI NUR SCH,RIFT VALLEY,NAROK,NAROK SOUTH,OLOLUNGA,MELELO,OLOSHAPANI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.65704,-0.90513,
ST. JOSEPH'S OMBO NURSERY,NYANZA,MIGORI,MIGORI,SUBA EAST,SUNA CENTRAL,WASWETA 1,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANISATION,34.47534,-1.06784,3
ST. JOSEPH'S OMBO PRI,NYANZA,MIGORI,MIGORI,SUBA EAST,SUNA CENTRAL,WASWETA 1,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANISATION,34.47536,-1.06671,20
ST. JOSEPH'S PRI PRE-SCH,EASTERN,MERU CENTRAL,IMENTI SOUTH,IGOJI,IGOJI,KUIRI,ECD/PRE-PRIMARY SCHOOL,PUBLIC,COMMUNITY,37.66506,-0.18888,2
ST. JOSEPH'S PRI SCH,RIFT VALLEY,TRANS NZOIA,SABOTI,CENTRAL - TRANS NZOIA,MUNICIPALITY,GRASSLAND,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.98268,0.98049,
ST. JOSEPH'S PRIMARY SCHOOL,RIFT VALLEY,NAKURU,MOLO,ELBURGON,ELBURGON,ARIMI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,35.81663,-0.26838,
ST. JOSEPH'S PRIMARY SCHOOL,RIFT VALLEY,BURETI,SOTIK,SOTIK,CHEMAGEL,SOTIK,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,35.19714,-0.69032,
ST. JOSEPH'S PRY SCH,COAST,KWALE,KINANGO,KINANGO,KINANGO,KINANGO,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,39.31683,-4.14062,9
ST. JOSEPH'S PRY UNIT FOR THE DEAF,COAST,KWALE,KINANGO,KINANGO,KINANGO,KINANGO,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,39.31683,-4.14062,1
ST. JOSEPH'S TEACHERS' COLLEGE,WESTERN,BUNGOMA,WEBUYE,WEBUYE,WEBUYE,TOWNSHIP,TEACHER TRAINING COLLEGE,PRIVATE,RELIGIOUS ORGANIZATION,34.77192,0.59958,3
ST. JOSEPH'S TI,NYANZA,BONDO,BONDO,NYANG'OMA,C. SAKWA,NYANG'OMA,TECHNICAL TRAINING INSTITUTE,PUBLIC,RELIGIOUS ORGANIZATION,34.19652,-0.15387,6
ST. JOSEPH'S TUNGAINI ECD,NYANZA,KURIA,KURIA,KEHANCHA,GOKEHARAKA,NYAMARANYA,ECD/PRE-PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.54764,-1.27631,0
ST. JOSEPH'S TUNGAINI PRY SCH,NYANZA,KURIA,KURIA,KEHANCHA,GOKEHARAKA,NYAMARANYA,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,34.54764,-1.27631,8
ST. JOSEPH'S WAMAGANA MIXED SEC,CENTRAL,NYERI,TETU,TETU,KARUNDU,KIANJOGU,SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,36.92863,-0.47417,4
ST. JOSEPHS YOUTH POLY,EASTERN,THARAKA,THARAKA,SOUTH THARAKA,CHIAKARIGA,MATIRI,YOUTH POLYTECHNIC,PRIVATE,RELIGIOUS ORGANIZATION,37.90149,-0.32361,6
ST. JOSHUA JUNIOR SCH,COAST,MOMBASA MUNICIPALITY,CHANGAMWE,CHANGAMWE,MIRITINI,MIRITINI,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,39.57310,-4.00187,3
ST. JOY ECD,RIFT VALLEY,NAKURU,SUBUKIA,BAHATI,LANET,LANET,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,36.17764,-0.25638,
ST. JOY NURSERY,CENTRAL,MARAGUA,MARAGWA,MARAGUA,NGINDA,IREMBU,ECD/PRE-PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,37.08042,-0.80204,1
